,Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min,partition,UC_Origin,UC_Dest,predict_proba,predict
59750,3,20,1,2030,21,77,139,217,1.0,train,1710,1747,0.38125232,0
59758,11,18,5,2115,20,159,249,258,1.0,train,1639,1673,0.44286197,0
59759,1,26,3,1852,19,38,80,399,1.0,train,1535,1551,0.15014991,0
59762,10,7,6,1210,14,201,16,2518,1.0,train,1093,1022,0.15411283,0
59765,5,8,1,837,7,19,153,270,1.0,train,443,487,0.06804608,0
59769,6,21,3,2043,19,64,286,508,1.0,train,1542,1619,0.25684735,0
59785,4,25,2,1348,3,258,249,1050,1.0,train,257,256,0.19730502,0
59791,3,4,6,622,8,51,74,404,1.0,train,580,595,0.04923818,0
59792,7,7,4,1645,1,131,213,4243,1.0,train,145,177,0.22192554,0
59796,2,20,7,1407,14,139,88,1076,1.0,train,1067,1049,0.22474223,0
59798,3,5,7,1955,10,201,19,906,1.0,train,804,776,0.38739657,0
59803,10,14,6,1421,20,132,250,192,1.0,train,1631,1674,0.20254973,0
59808,5,2,1,1515,8,19,194,302,1.0,train,558,668,0.2427356,0
59816,12,16,6,810,13,162,82,282,1.0,train,953,928,0.1466527,0
59820,6,25,6,1355,8,19,242,481,1.0,train,558,695,0.28755143,0
59827,12,22,5,1752,10,221,286,920,1.0,train,809,831,0.4589413,0
59844,10,19,4,1656,19,286,221,920,1.0,train,1609,1594,0.22904402,0
59848,5,19,4,1710,20,148,49,220,1.0,train,1636,1631,0.31146222,0
59850,6,7,2,1528,20,182,276,251,1.0,train,1646,1682,0.2017371,0
59855,10,29,7,1421,1,213,161,1745,1.0,train,176,159,0.23688309,0
59860,2,24,5,2155,14,88,201,528,1.0,train,1046,1095,0.48136616,0
59861,2,28,1,1155,21,139,209,395,1.0,train,1734,1784,0.19491717,0
59862,3,17,4,2111,21,139,201,1034,1.0,train,1734,1779,0.31408516,0
59864,7,14,5,1413,17,166,182,725,1.0,train,1426,1434,0.26155478,0
59880,2,8,2,1123,3,167,258,965,1.0,train,241,258,0.12628983,0
59882,5,22,7,2022,8,22,19,164,1.0,train,561,561,0.44887206,0
59883,5,4,3,1429,19,221,245,257,1.0,train,1584,1603,0.12909393,0
59889,10,12,4,2140,3,258,269,605,1.0,train,257,262,0.4752683,0
59894,4,16,7,1200,8,11,19,143,1.0,train,555,561,0.12598173,0
59902,3,22,3,619,4,41,154,1576,1.0,train,270,284,0.04948023,0
59904,7,22,5,1414,1,161,82,1235,1.0,train,158,136,0.30372038,0
59907,12,20,2,1510,20,25,159,2298,1.0,train,1615,1649,0.37102553,0
59924,3,29,2,1800,15,166,122,610,1.0,train,1202,1188,0.3227852,0
59928,4,28,5,2006,19,222,269,647,1.0,train,1585,1613,0.32924706,0
59930,1,19,4,1805,7,154,266,1597,1.0,train,489,538,0.26773018,0
59934,2,25,5,1448,14,184,202,349,1.0,train,1086,1096,0.19747795,0
59935,2,12,7,1552,8,210,74,614,1.0,train,673,595,0.2016789,0
59939,3,19,7,1720,13,82,229,604,1.0,train,924,987,0.2791608,0
59964,5,16,1,1704,19,221,64,448,1.0,train,1584,1549,0.19528933,0
59972,8,23,2,1953,1,64,82,936,1.0,train,128,136,0.30806702,0
59974,6,9,4,1718,20,286,217,174,1.0,train,1673,1664,0.33685866,0
59977,6,2,4,1900,20,144,202,708,1.0,train,1635,1658,0.4450616,0
59988,9,19,2,1540,22,62,138,288,1.0,train,1837,1879,0.18850076,0
59994,8,10,3,1403,15,49,154,184,1.0,train,1154,1202,0.1818302,0
59996,11,6,1,1416,1,21,82,190,1.0,train,120,136,0.13582009,0
59997,7,23,7,2103,20,250,132,192,1.0,train,1664,1641,0.46458182,0
60002,11,16,4,1227,14,161,201,1536,1.0,train,1076,1095,0.20353363,0
60007,1,24,1,1600,19,38,221,280,1.0,train,1535,1594,0.26097372,0
60011,7,18,2,1225,1,189,38,1258,1.0,train,167,125,0.22348836,0
60013,12,19,1,1229,14,106,88,1127,1.0,train,1052,1049,0.27238384,0
60014,6,16,4,1753,19,221,213,678,1.0,train,1584,1590,0.4054986,0
60027,6,29,3,705,4,267,167,589,1.0,train,307,287,0.05912791,0
60032,12,9,5,1445,21,153,98,821,1.0,train,1739,1731,0.26387325,0
60040,5,20,6,1745,22,138,47,284,1.0,train,1868,1840,0.23081791,0
60053,11,21,1,724,19,166,64,544,1.0,train,1564,1549,0.066358894,0
60058,8,16,2,1910,14,184,221,874,1.0,train,1086,1106,0.31216764,0
60067,3,8,2,1154,4,106,138,901,1.0,train,278,282,0.1350541,0
60074,4,8,6,1750,7,275,19,445,1.0,train,540,440,0.29513195,0
60094,3,1,2,2211,13,38,29,201,0.0,train,904,904,0.6109656,1
60118,7,8,6,1757,5,139,213,925,1.0,train,344,366,0.29074717,0
60121,5,3,2,647,10,138,19,533,1.0,train,790,776,0.028062606,0
60130,3,24,4,1435,20,49,222,1999,1.0,train,1621,1667,0.3074492,0
60134,3,4,5,1433,16,237,259,199,1.0,train,1375,1393,0.23698074,0
60137,3,1,2,1354,21,190,98,725,1.0,train,1761,1731,0.2503001,0
60142,3,13,1,1354,20,36,132,670,1.0,train,1617,1641,0.16816556,0
60145,1,27,5,1500,1,82,93,551,1.0,train,135,139,0.14522758,0
60151,12,22,4,1701,1,249,82,1171,1.0,train,189,136,0.32554075,0
60155,6,27,1,1156,21,4,98,218,1.0,train,1678,1731,0.19542328,0
60166,9,1,5,1325,8,143,19,377,1.0,train,633,561,0.3373948,0
60173,11,15,3,1419,13,122,82,862,1.0,train,939,928,0.20297733,0
60178,9,29,4,1157,19,144,221,587,1.0,train,1558,1594,0.16636696,0
60188,7,26,3,925,1,264,271,342,1.0,train,194,199,0.12358359,0
60189,1,7,6,1933,20,36,148,803,1.0,train,1617,1646,0.3061431,0
60191,12,5,2,1209,20,269,159,397,1.0,train,1670,1649,0.1295064,0
60196,3,26,7,1555,7,19,30,134,1.0,train,443,443,0.18025348,0
60198,10,19,3,1858,20,182,148,765,1.0,train,1646,1646,0.2905508,0
60200,4,26,2,2234,7,19,49,576,1.0,train,443,450,0.2893567,0
60209,7,13,4,2017,19,266,221,1576,1.0,train,1601,1594,0.39481303,0
60213,5,19,4,2020,8,19,17,540,1.0,train,558,560,0.35312948,0
60227,12,7,3,2021,21,139,251,851,1.0,train,1734,1805,0.28912583,0
60233,7,25,1,1409,19,180,64,468,1.0,train,1567,1549,0.24825612,0
60235,7,7,5,1706,10,226,19,526,1.0,train,811,776,0.47057948,0
60236,11,17,4,2144,15,74,121,330,1.0,train,1167,1187,0.3370998,0
60237,2,13,1,1935,4,38,217,1197,1.0,train,269,293,0.31480852,0
60244,8,1,1,2045,20,36,188,938,1.0,train,1617,1657,0.43758246,0
60248,12,22,4,1736,1,178,82,460,1.0,train,162,136,0.4245141,0
60265,2,22,2,1201,14,180,88,957,1.0,train,1083,1049,0.15461506,0
60273,1,30,1,1356,14,88,214,529,1.0,train,1046,1103,0.17345844,0
60276,7,15,5,1457,14,88,180,957,1.0,train,1046,1085,0.2565235,0
60290,2,2,4,646,5,98,19,745,1.0,train,336,317,0.05194351,0
60305,7,16,7,1849,13,82,1,158,1.0,train,924,895,0.4051529,0
60310,6,13,2,1940,20,93,77,562,1.0,train,1628,1635,0.39510202,0
60311,3,4,6,2000,8,19,185,974,1.0,train,558,661,0.36140123,0
60312,9,28,4,959,18,213,38,867,1.0,train,1498,1454,0.14261627,0
60319,7,22,6,1552,19,214,64,290,1.0,train,1581,1549,0.2648898,0
60320,4,22,5,1321,3,258,243,564,1.0,train,257,255,0.24254003,0
60330,5,11,3,1720,18,267,81,391,1.0,train,1517,1466,0.113421574,0
60337,6,11,7,1754,21,139,64,913,1.0,train,1734,1714,0.23745705,0
60347,9,22,4,1137,16,213,260,438,1.0,train,1362,1394,0.20942734,0
60351,5,8,7,1828,3,155,232,123,1.0,train,237,253,0.21449068,0
60361,6,28,3,855,7,239,19,356,1.0,train,524,440,0.1489639,0
60366,11,8,3,1820,22,249,222,304,1.0,train,1922,1922,0.16749553,0
60372,8,10,4,1213,4,266,180,1189,1.0,train,306,288,0.20264229,0
60374,4,4,1,1228,20,250,77,248,1.0,train,1664,1635,0.16036962,0
60376,10,21,6,1505,8,19,13,852,1.0,train,558,559,0.31974798,0
60387,3,19,7,2125,20,269,258,605,0.0,train,1670,1676,0.5392048,1
60391,1,22,7,2010,20,77,15,324,1.0,train,1625,1623,0.48201814,0
60400,10,13,4,805,20,182,221,668,1.0,train,1646,1666,0.09895707,0
60406,6,27,1,1028,20,161,222,370,1.0,train,1640,1667,0.21793827,0
60411,1,12,4,1546,1,82,267,988,1.0,train,135,197,0.2588626,0
60415,6,30,5,1730,17,166,182,725,1.0,train,1426,1434,0.34512225,0
60421,10,8,6,1245,1,98,189,1086,1.0,train,139,168,0.17962869,0
60422,7,19,2,1110,18,213,178,403,1.0,train,1498,1492,0.15975966,0
60423,10,31,1,1245,5,243,139,1530,1.0,train,377,343,0.15658478,0
60425,1,14,6,1541,4,47,154,301,1.0,train,272,284,0.20581001,0
60433,3,18,5,1711,4,154,286,1005,1.0,train,283,313,0.38122198,0
60436,1,6,4,1646,16,144,213,177,1.0,train,1331,1365,0.31522426,0
60437,7,31,1,2134,4,154,269,2521,1.0,train,283,309,0.29384425,0
60438,4,27,3,1408,20,218,112,279,1.0,train,1655,1640,0.18977013,0
60450,6,7,2,1547,18,166,213,733,1.0,train,1483,1505,0.26672238,0
60455,7,22,5,2010,15,154,88,508,1.0,train,1199,1177,0.44800037,0
60458,6,25,6,1044,14,201,180,1310,1.0,train,1093,1085,0.16208358,0
60459,6,28,2,2032,16,81,124,624,1.0,train,1300,1325,0.49749243,0
60469,4,17,1,1605,8,19,148,795,1.0,train,558,639,0.26695547,0
60475,8,26,5,1555,20,36,222,1448,1.0,train,1617,1667,0.30200943,0
60478,2,2,4,2157,1,82,93,551,0.0,train,135,139,0.5470577,1
60481,3,10,5,1716,3,258,222,1107,1.0,train,257,252,0.33851317,0
60482,10,20,5,1321,14,286,184,656,1.0,train,1132,1088,0.2142104,0
60483,1,2,1,1038,5,98,286,998,1.0,train,336,389,0.36502388,0
60508,8,2,3,1808,20,258,264,697,1.0,train,1666,1678,0.38177633,0
60525,2,7,1,2129,18,213,81,888,1.0,train,1498,1466,0.44860986,0
60531,6,18,7,1813,5,62,139,1091,1.0,train,326,343,0.3087458,0
60541,4,9,7,1655,22,64,19,227,1.0,train,1838,1829,0.2163177,0
60554,10,2,7,2010,20,207,159,407,1.0,train,1649,1649,0.37189752,0
60556,5,20,5,1554,20,161,2,677,1.0,train,1640,1621,0.37977588,0
60559,3,14,2,1241,21,226,139,1117,1.0,train,1780,1747,0.13837099,0
60570,8,15,1,1028,14,282,88,374,1.0,train,1131,1049,0.12567209,0
60579,3,20,1,1538,13,119,82,134,1.0,train,936,928,0.20181087,0
60589,7,12,2,1643,3,258,37,399,1.0,train,257,223,0.29099238,0
60595,12,25,1,1244,16,81,260,637,1.0,train,1300,1394,0.24120633,0
60599,7,29,6,1147,14,199,201,228,1.0,train,1091,1095,0.18016694,0
60604,7,17,7,1755,20,212,207,361,1.0,train,1652,1659,0.35337028,0
60605,2,10,5,1441,21,139,169,374,1.0,train,1734,1762,0.14222825,0
60607,1,17,2,2027,7,106,19,581,1.0,train,473,440,0.34373572,0
60617,2,13,7,1512,13,192,213,139,1.0,train,968,982,0.18872553,0
60619,12,9,5,1744,13,181,213,594,1.0,train,963,982,0.3895827,0
60621,7,19,3,1355,16,252,267,615,1.0,train,1384,1398,0.18462685,0
60622,3,28,1,2144,20,207,161,337,0.0,train,1649,1650,0.60147613,1
60624,6,5,7,1711,1,213,49,622,1.0,train,176,128,0.30131432,0
60627,6,17,5,1328,3,157,258,680,1.0,train,238,258,0.31979102,0
60638,1,20,4,2100,13,239,38,612,1.0,train,986,908,0.3731382,0
60644,2,16,4,2145,13,161,102,209,1.0,train,952,933,0.39728495,0
60650,2,20,7,1554,7,271,267,588,1.0,train,539,539,0.26859066,0
60654,1,15,6,716,13,260,82,364,1.0,train,998,928,0.18208429,0
60662,1,20,5,653,14,184,117,324,1.0,train,1086,1059,0.031482678,0
60665,1,5,4,1828,1,189,98,1086,1.0,train,167,140,0.38572377,0
60669,4,30,7,1740,20,269,159,397,1.0,train,1670,1649,0.3250433,0
60681,1,1,7,1854,5,180,139,853,1.0,train,353,343,0.29346845,0
60687,3,24,4,1652,15,74,88,229,1.0,train,1167,1177,0.14943852,0
60688,12,31,7,1201,13,181,213,594,1.0,train,963,982,0.2898174,0
60694,12,14,4,1840,21,180,139,853,1.0,train,1753,1747,0.37088996,0
60701,7,11,2,1328,20,148,182,765,1.0,train,1636,1656,0.21588604,0
60709,9,22,4,1209,20,93,176,246,1.0,train,1628,1653,0.23815474,0
60712,4,18,2,735,8,133,19,780,1.0,train,626,561,0.08794375,0
60715,1,2,7,1835,20,271,269,404,1.0,train,1671,1680,0.39460945,0
60716,8,27,7,1815,3,16,100,261,1.0,train,220,233,0.38775274,0
60719,2,21,1,2015,15,74,148,626,1.0,train,1167,1199,0.31500363,0
60731,8,11,4,2230,20,159,222,256,0.0,train,1639,1667,0.77644503,1
60734,6,16,4,1812,13,176,82,309,1.0,train,960,928,0.33529556,0
60735,3,17,5,2045,20,207,249,446,0.0,train,1649,1673,0.5224229,1
60738,4,3,7,1114,4,106,154,1069,1.0,train,278,284,0.19529128,0
60739,8,21,7,1510,8,3,19,146,1.0,train,552,561,0.45759732,0
60748,2,16,3,2150,20,2,222,328,1.0,train,1611,1667,0.46585417,0
60756,8,4,4,2039,13,213,181,594,0.0,train,978,967,0.50797194,1
60761,9,9,5,1314,1,209,82,175,1.0,train,173,136,0.17292197,0
60764,6,29,3,1006,15,74,96,170,1.0,train,1167,1179,0.11587796,0
60768,7,16,7,1742,20,152,132,359,1.0,train,1637,1641,0.3578133,0
60773,8,15,2,1319,19,143,64,185,1.0,train,1557,1549,0.12155275,0
60778,2,19,7,1340,20,248,182,1105,1.0,train,1662,1656,0.30052233,0
60785,1,26,3,928,8,179,19,79,1.0,train,651,561,0.12476619,0
60787,12,23,6,2055,19,226,166,335,1.0,train,1586,1574,0.41421333,0
60788,6,5,1,1354,13,82,140,328,1.0,train,924,949,0.18086971,0
60810,10,18,2,1955,20,159,182,1521,1.0,train,1639,1656,0.3351012,0
60820,9,1,4,1107,13,38,239,612,1.0,train,904,990,0.15201065,0
60823,6,22,3,1255,3,16,258,1449,1.0,train,220,258,0.30929133,0
60856,6,4,6,1915,3,258,48,937,1.0,train,257,226,0.41816428,0
60870,12,16,5,1830,15,154,276,892,1.0,train,1199,1247,0.43272322,0
60876,1,15,6,1656,7,74,127,1202,1.0,train,461,477,0.15455243,0
60888,6,21,3,1714,18,81,180,1545,1.0,train,1459,1493,0.26165274,0
60890,12,4,7,1129,5,139,221,1324,1.0,train,344,369,0.1415881,0
60910,4,3,7,1920,20,161,243,390,1.0,train,1640,1671,0.44516334,0
60922,3,28,1,723,21,221,98,81,1.0,train,1778,1731,0.19698845,0
60923,2,20,1,1848,20,222,161,370,1.0,train,1657,1650,0.32069194,0
60925,7,27,3,1024,13,65,213,296,1.0,train,915,982,0.25052965,0
60944,5,24,3,1544,8,244,19,357,1.0,train,691,561,0.31765085,0
60961,6,19,7,1344,18,213,80,612,1.0,train,1498,1465,0.23244682,0
60966,4,26,3,1755,18,81,159,629,1.0,train,1459,1488,0.1705335,0
60971,5,6,5,2055,20,264,48,296,1.0,train,1668,1630,0.39339775,0
60980,3,10,4,1500,1,213,88,235,1.0,train,176,137,0.20180432,0
60984,2,19,7,1723,13,82,152,408,1.0,train,924,951,0.2946171,0
61001,12,30,5,1339,10,239,19,356,1.0,train,814,776,0.42613193,0
61005,6,29,4,1810,14,88,161,1979,1.0,train,1046,1078,0.37021223,0
61012,11,19,6,1737,13,161,254,155,1.0,train,952,999,0.19303797,0
61020,7,5,2,2139,3,258,112,224,1.0,train,257,234,0.4400231,0
61026,5,8,1,1644,7,36,19,214,1.0,train,447,440,0.15189026,0
61045,1,30,7,1635,16,233,81,776,1.0,train,1373,1304,0.23773748,0
61062,1,5,3,1543,21,239,98,416,1.0,train,1786,1731,0.47143093,0
61065,12,18,1,1120,20,267,258,689,1.0,train,1669,1676,0.24696358,0
61069,7,1,6,1747,20,161,207,337,1.0,train,1640,1659,0.30010727,0
61086,10,11,2,1105,16,81,32,517,1.0,train,1300,1275,0.1108481,0
61088,10,28,6,1237,22,251,213,773,1.0,train,1924,1918,0.27870083,0
61089,12,20,3,1220,22,154,64,541,1.0,train,1876,1849,0.2565739,0
61095,1,15,7,2044,20,269,249,480,1.0,train,1670,1673,0.3821306,0
61104,1,6,4,2031,7,19,190,669,1.0,train,443,501,0.3407611,0
61105,7,11,1,2256,10,19,80,547,0.0,train,770,786,0.570711,1
61110,10,1,6,1505,16,140,81,419,1.0,train,1329,1304,0.15961158,0
61119,1,24,2,1446,13,213,56,501,1.0,train,978,913,0.18882634,0
61121,10,3,1,1757,13,213,96,273,1.0,train,978,931,0.25654346,0
61124,6,26,1,820,18,221,81,1557,1.0,train,1501,1466,0.10685774,0
61129,8,29,1,1930,16,250,81,794,1.0,train,1382,1304,0.33596495,0
61134,4,24,7,1744,16,30,213,584,1.0,train,1269,1365,0.27291632,0
61140,11,17,5,1856,21,303,98,1130,1.0,train,1812,1731,0.49499688,0
61142,8,21,7,1943,21,98,121,446,1.0,train,1720,1738,0.4667215,0
61144,4,14,5,1633,7,161,154,2475,1.0,train,491,488,0.16366322,0
61146,6,21,3,1232,22,178,138,926,1.0,train,1887,1879,0.42807364,0
61151,7,6,3,2052,7,19,212,1900,1.0,train,443,512,0.28163436,0
61154,11,21,1,1500,7,291,19,1541,1.0,train,548,440,0.34271848,0
61170,9,15,5,1257,16,252,161,89,1.0,train,1384,1341,0.19407761,0
61174,1,27,4,1354,20,161,250,1210,1.0,train,1640,1674,0.20908187,0
61176,3,15,3,1928,21,184,98,946,1.0,train,1756,1731,0.4188134,0
61179,10,6,5,1805,19,189,221,1013,1.0,train,1571,1594,0.2772664,0
61209,7,24,1,1852,19,222,159,256,1.0,train,1585,1572,0.31147498,0
61240,5,22,1,1845,20,218,264,569,1.0,train,1655,1678,0.35869086,0
61253,3,23,3,1305,18,161,138,2288,1.0,train,1482,1480,0.20530275,0
61256,8,10,4,1427,5,271,139,1347,1.0,train,388,343,0.18229021,0
61273,4,8,5,2014,20,243,159,345,1.0,train,1661,1649,0.45140514,0
61279,6,29,4,1512,3,159,258,866,1.0,train,239,258,0.3712891,0
61300,1,17,1,1736,16,259,252,262,1.0,train,1389,1388,0.26496515,0
61303,9,18,1,904,18,259,213,1846,1.0,train,1514,1505,0.12195671,0
61308,3,12,7,2005,20,132,49,1246,1.0,train,1631,1631,0.47707716,0
61312,6,13,2,2048,20,132,106,957,1.0,train,1631,1639,0.44291753,0
61313,10,26,4,1500,13,120,213,137,1.0,train,937,982,0.20331816,0
61331,12,14,4,902,13,213,79,147,1.0,train,978,926,0.17909959,0
61332,10,5,4,638,13,62,166,418,1.0,train,912,960,0.033039667,0
61333,1,22,6,1405,7,161,267,590,1.0,train,491,539,0.19785225,0
61345,9,13,2,2040,12,249,159,258,1.0,train,881,869,0.17938681,0
61346,10,7,5,933,7,258,19,2182,1.0,train,533,440,0.11664466,0
61358,7,21,5,1604,16,161,254,155,1.0,train,1338,1390,0.2535657,0
61363,8,16,2,830,8,219,19,247,1.0,train,677,561,0.17758244,0
61368,12,17,6,1649,18,159,81,629,1.0,train,1481,1466,0.2831145,0
61369,3,25,5,1443,1,213,98,719,1.0,train,176,140,0.3237526,0
61381,9,15,4,1645,21,36,139,657,1.0,train,1689,1747,0.27979258,0
61382,3,11,5,1645,13,38,276,1046,1.0,train,904,1008,0.27362505,0
61384,10,3,1,1237,8,19,257,321,1.0,train,558,704,0.24649924,0
61389,6,22,3,957,20,222,159,256,1.0,train,1657,1649,0.14341868,0
61392,7,5,2,1317,14,82,201,852,1.0,train,1043,1095,0.17430547,0
61395,2,9,3,1740,8,17,19,540,1.0,train,557,561,0.35263404,0
61401,1,16,1,833,16,259,102,158,1.0,train,1389,1314,0.13728099,0
61402,7,4,2,2253,1,16,82,3043,1.0,train,118,136,0.43708506,0
61409,1,30,1,1905,5,139,286,787,1.0,train,344,389,0.21063687,0
61412,7,4,2,1843,13,82,47,1212,1.0,train,924,910,0.42969382,0
61413,3,14,2,1947,10,138,19,533,1.0,train,790,776,0.3312442,0
61415,2,22,2,1813,18,25,213,783,1.0,train,1444,1505,0.2989062,0
61428,5,12,5,1828,8,253,19,566,1.0,train,696,561,0.48837504,0
61435,9,17,7,906,22,213,109,462,1.0,train,1906,1868,0.21323533,0
61448,6,30,4,1828,20,258,207,671,1.0,train,1666,1659,0.4917198,0
61452,6,2,5,1831,16,213,158,179,1.0,train,1362,1339,0.36180487,0
61453,6,10,6,1926,5,180,98,938,1.0,train,353,336,0.43364492,0
61456,5,30,2,1205,20,249,222,304,1.0,train,1663,1667,0.11861663,0
61461,2,16,4,1822,15,74,276,307,1.0,train,1167,1247,0.13335106,0
61464,5,25,3,1643,19,221,234,238,1.0,train,1584,1598,0.19230431,0
61470,1,4,2,1726,7,19,161,1946,1.0,train,443,491,0.2744607,0
61473,4,4,1,1751,18,49,213,622,1.0,train,1451,1505,0.23878846,0
61475,5,15,7,2201,14,201,259,1589,1.0,train,1093,1124,0.371012,0
61480,12,10,7,2159,20,182,222,1444,0.0,train,1646,1667,0.56502056,1
61482,4,22,5,747,19,249,221,2369,1.0,train,1595,1594,0.09735532,0
61490,3,3,4,5,12,159,106,2174,1.0,train,863,863,0.34788436,0
61494,9,1,5,1502,14,221,201,980,1.0,train,1104,1095,0.25405318,0
61504,2,8,3,2118,20,264,48,296,1.0,train,1668,1630,0.33512092,0
61512,2,18,6,737,19,282,221,228,1.0,train,1608,1594,0.086975634,0
61513,8,14,7,2016,19,64,259,2296,1.0,train,1542,1609,0.34259436,0
61514,1,8,6,2146,20,222,159,256,1.0,train,1657,1649,0.49489695,0
61519,6,1,4,2116,20,77,15,324,1.0,train,1625,1623,0.4975112,0
61521,5,10,3,948,5,139,161,1379,1.0,train,344,348,0.102340296,0
61524,1,6,5,1922,18,286,138,810,1.0,train,1522,1480,0.30630296,0
61530,12,11,7,1233,8,182,19,590,1.0,train,654,561,0.2683509,0
61532,1,3,1,1540,15,109,74,701,1.0,train,1180,1170,0.3817081,0
61538,11,22,3,1251,5,49,139,1235,1.0,train,324,343,0.17795138,0
61539,10,19,4,1818,20,257,49,495,1.0,train,1665,1631,0.32461256,0
61542,3,25,6,1123,19,180,64,468,1.0,train,1567,1549,0.15716153,0
61543,3,15,3,1900,9,210,81,472,1.0,train,752,740,0.21695504,0
61544,12,9,5,1440,7,45,19,449,1.0,train,450,440,0.16841064,0
61546,1,14,5,1113,6,138,133,247,1.0,train,413,409,0.09596222,0
61552,10,14,5,2021,18,25,138,326,1.0,train,1444,1480,0.3608168,0
61559,4,15,5,1706,7,19,153,270,1.0,train,443,487,0.15250164,0
61562,5,5,5,1757,1,19,82,732,1.0,train,119,136,0.34121802,0
61563,6,22,3,2100,3,159,258,866,1.0,train,239,258,0.46638134,0
61567,2,1,2,649,13,62,213,316,1.0,train,912,982,0.03386512,0
61576,6,27,1,943,18,217,213,1144,1.0,train,1499,1505,0.25556284,0
61591,11,27,7,1950,20,159,112,806,1.0,train,1639,1640,0.42331132,0
61600,3,31,4,2017,5,98,161,2454,1.0,train,336,348,0.44325557,0
61601,3,12,6,1718,20,222,249,304,1.0,train,1657,1673,0.2667124,0
61607,4,8,5,1212,20,106,180,178,1.0,train,1629,1655,0.22962329,0
61611,2,20,7,1455,1,161,82,1235,1.0,train,158,136,0.36436903,0
61626,5,6,5,1335,13,166,80,214,1.0,train,956,927,0.17128597,0
61627,3,14,2,1918,17,259,208,2338,1.0,train,1436,1437,0.21520697,0
61629,1,21,6,2000,1,213,189,1197,1.0,train,176,168,0.48051083,0
61637,4,7,5,1835,20,65,49,336,1.0,train,1623,1631,0.26789853,0
61655,3,16,3,1811,7,19,234,903,1.0,train,443,524,0.23242065,0
61668,3,12,7,1901,5,19,139,689,1.0,train,316,343,0.28771698,0
61673,6,4,7,1650,1,82,161,1235,1.0,train,135,159,0.2269976,0
61676,10,28,6,1230,19,80,166,214,1.0,train,1544,1574,0.13208693,0
61685,10,17,1,1533,21,47,62,192,1.0,train,1696,1712,0.22766751,0
61688,8,30,3,2235,8,19,250,874,0.0,train,558,700,0.6616895,1
61692,3,2,4,1713,15,80,38,399,1.0,train,1170,1153,0.16780637,0
61700,1,20,4,2000,18,213,180,1005,1.0,train,1498,1493,0.4233596,0
61708,5,26,5,1400,14,88,214,529,1.0,train,1046,1103,0.22510703,0
61712,10,10,2,1747,20,77,2,580,1.0,train,1625,1621,0.14849284,0
61713,8,18,4,1830,20,243,159,345,1.0,train,1661,1649,0.4600029,0
61714,4,14,5,1632,13,276,38,1046,1.0,train,1004,908,0.18729453,0
61720,9,29,5,1948,20,182,62,307,1.0,train,1646,1632,0.37132105,0
61724,8,19,5,1335,4,154,106,1069,1.0,train,283,279,0.27372867,0
61729,1,3,2,1139,19,64,106,631,1.0,train,1542,1561,0.22274287,0
61748,8,30,3,1929,1,82,161,1235,1.0,train,135,159,0.28082073,0
61756,7,13,3,1316,7,74,259,2036,1.0,train,461,536,0.1647073,0
61787,2,24,4,2024,14,184,202,349,1.0,train,1086,1096,0.2827706,0
61794,5,31,3,2049,18,213,250,1041,1.0,train,1498,1519,0.37342063,0
61802,8,20,7,2047,20,249,207,446,1.0,train,1663,1659,0.37043858,0
61803,6,25,7,1544,7,214,19,516,1.0,train,512,440,0.38399038,0
61804,12,11,7,1806,20,222,239,1891,1.0,train,1657,1670,0.32378784,0
61806,5,25,3,1647,20,159,48,223,1.0,train,1639,1630,0.23965019,0
61821,1,13,5,1500,5,139,249,1303,1.0,train,344,377,0.2165695,0
61822,8,7,1,1819,13,122,213,577,1.0,train,939,982,0.44359848,0
61827,10,31,2,750,14,190,88,238,1.0,train,1089,1049,0.07038831,0
61840,12,26,2,1538,13,226,166,335,1.0,train,982,960,0.24803819,0
61852,7,31,1,1425,21,139,162,458,1.0,train,1734,1756,0.16950053,0
61863,7,22,5,1212,18,258,81,1024,1.0,train,1513,1466,0.30332208,0
61879,3,22,3,1802,20,286,178,1048,1.0,train,1673,1654,0.25664797,0
61881,10,6,5,1453,3,258,259,679,1.0,train,257,259,0.2757813,0
61882,10,6,4,1635,20,180,49,787,1.0,train,1645,1631,0.28378946,0
61895,1,4,2,2124,18,161,207,337,1.0,train,1482,1500,0.33734033,0
61896,12,14,4,1904,13,213,135,510,1.0,train,978,946,0.47379228,0
61907,12,19,1,1412,9,81,19,1199,1.0,train,733,730,0.33096847,0
61909,9,17,7,1118,16,81,69,72,1.0,train,1300,1298,0.17479876,0
61912,2,16,3,2012,1,213,264,1829,1.0,train,176,195,0.32266125,0
61922,3,1,2,905,1,161,259,337,1.0,train,158,194,0.1613992,0
61926,7,4,1,1928,1,213,178,403,1.0,train,176,163,0.3576897,0
61929,1,18,2,1626,13,239,25,532,1.0,train,986,903,0.23814327,0
61938,10,14,5,908,21,98,289,1215,1.0,train,1720,1820,0.15603551,0
61939,10,23,1,832,18,249,138,2253,1.0,train,1511,1480,0.106510006,0
61941,8,24,4,1231,7,201,19,906,1.0,train,504,440,0.19855171,0
61945,3,13,7,1322,12,222,49,1999,1.0,train,877,854,0.1577214,0
61947,5,4,3,1619,18,81,82,641,1.0,train,1459,1467,0.14809684,0
61948,12,10,7,1955,21,98,190,725,1.0,train,1720,1774,0.43236306,0
